#node	clock_length	mutation_length	rate	fold_change
NODE_0000019	6.214e-06	1.992e-22	7.251e-04	0.88
NODE_0000020	1.351e-05	1.992e-22	8.253e-04	1.00
EPI_ISL_2731376	4.386e-06	5.427e-19	8.226e-04	1.00
EPI_ISL_454794	2.694e-05	5.344e-19	5.345e-04	0.65
NODE_0000021	1.385e-05	1.992e-22	8.251e-04	1.00
EPI_ISL_460934	3.786e-05	5.344e-19	3.878e-04	0.47
EPI_ISL_1035223	2.659e-05	5.344e-19	5.424e-04	0.66
NODE_0000022	7.725e-06	1.992e-22	8.148e-04	0.99
NODE_0000023	6.562e-06	1.992e-22	8.242e-04	1.00
NODE_0000026	6.887e-06	1.992e-22	8.253e-04	1.00
EPI_ISL_460932	4.054e-05	3.374e-05	7.819e-04	0.95
EPI_ISL_2709002	3.152e-05	3.376e-05	8.569e-04	1.04
NODE_0000027	6.490e-06	1.992e-22	8.253e-04	1.00
EPI_ISL_461288	2.290e-05	3.375e-05	9.084e-04	1.10
EPI_ISL_460852	4.770e-05	6.748e-05	9.751e-04	1.18
NODE_0000029	6.528e-06	1.992e-22	8.225e-04	1.00
NODE_0000035	6.996e-06	1.992e-22	8.229e-04	1.00
EPI_ISL_460767	4.385e-06	5.451e-19	8.253e-04	1.00
EPI_ISL_460854	8.556e-05	3.374e-05	4.617e-04	0.56
NODE_0000036	6.884e-06	1.992e-22	8.253e-04	1.00
EPI_ISL_461186	8.342e-05	1.012e-04	9.449e-04	1.14
EPI_ISL_2708996	2.930e-05	3.377e-05	8.772e-04	1.06
NODE_0000117	2.058e-05	3.354e-05	8.883e-04	1.08
NODE_0000118	9.566e-05	3.355e-05	7.334e-04	0.89
EPI_ISL_523116	6.940e-05	6.748e-05	6.027e-04	0.73
NODE_0000119	5.093e-05	1.342e-04	1.074e-03	1.30
EPI_ISL_522987	3.200e-05	1.012e-04	1.150e-03	1.39
NODE_0000040	2.660e-05	7.305e-19	7.545e-04	0.91
EPI_ISL_522988	5.396e-06	5.395e-19	6.191e-04	0.75
EPI_ISL_1265367	7.651e-06	5.395e-19	5.827e-04	0.71
NODE_0000121	9.142e-05	3.354e-05	8.383e-04	1.02
EPI_ISL_523097	6.913e-05	1.687e-04	1.097e-03	1.33
NODE_0000122	7.836e-05	1.007e-04	7.700e-04	0.93
EPI_ISL_523023	4.038e-05	3.374e-05	6.743e-04	0.82
EPI_ISL_523025	4.038e-05	3.374e-05	6.743e-04	0.82
EPI_ISL_523044	6.969e-05	1.012e-04	9.492e-04	1.15
EPI_ISL_523043	6.969e-05	1.350e-04	1.123e-03	1.36
NODE_0000044	7.835e-06	7.285e-19	6.944e-04	0.84
NODE_0000045	1.790e-05	7.285e-19	6.228e-04	0.75
NODE_0000049	1.464e-05	7.285e-19	8.239e-04	1.00
EPI_ISL_523027	0.000e+00	5.377e-19	6.687e-04	0.81
EPI_ISL_523026	0.000e+00	5.350e-19	6.687e-04	0.81
NODE_0000050	6.855e-06	7.285e-19	8.253e-04	1.00
EPI_ISL_523045	3.710e-05	3.374e-05	7.088e-04	0.86
EPI_ISL_523041	3.710e-05	3.374e-05	7.088e-04	0.86
NODE_0000130	4.414e-05	3.354e-05	7.102e-04	0.86
EPI_ISL_523050	1.997e-05	3.374e-05	9.046e-04	1.10
EPI_ISL_523048	1.997e-05	3.374e-05	9.046e-04	1.10
NODE_0000052	1.188e-05	7.305e-19	8.252e-04	1.00
EPI_ISL_523049	8.094e-06	5.393e-19	5.860e-04	0.71
NODE_0000133	3.813e-06	3.354e-05	8.618e-04	1.04
EPI_ISL_577754	8.095e-05	3.374e-05	5.330e-04	0.65
EPI_ISL_523084	5.163e-05	3.375e-05	7.690e-04	0.93
NODE_0000135	5.667e-05	3.356e-05	8.171e-04	0.99
EPI_ISL_577750	2.428e-05	5.454e-19	3.905e-04	0.47
NODE_0000136	1.802e-05	3.356e-05	9.131e-04	1.11
EPI_ISL_577752	6.265e-06	3.375e-05	9.187e-04	1.11
EPI_ISL_577753	6.265e-06	5.384e-19	6.673e-04	0.81
NODE_0000081	7.385e-05	6.709e-05	1.044e-03	1.26
NODE_0000138	2.523e-04	3.020e-04	1.113e-03	1.35
EPI_ISL_523083	5.742e-05	1.012e-04	8.496e-04	1.03
EPI_ISL_523732	3.487e-05	6.748e-05	7.786e-04	0.94
NODE_0000084	1.216e-04	2.349e-04	1.121e-03	1.36
EPI_ISL_522995	7.763e-05	3.374e-05	7.926e-04	0.96
NODE_0000085	5.932e-05	3.354e-05	9.161e-04	1.11
EPI_ISL_522996	1.831e-05	5.456e-19	6.095e-04	0.74
EPI_ISL_522998	1.831e-05	6.748e-05	1.032e-03	1.25
NODE_0000079	8.300e-06	3.354e-05	8.869e-04	1.07
NODE_0000080	1.782e-05	3.354e-05	8.926e-04	1.08
EPI_ISL_455275	5.133e-05	6.747e-05	9.933e-04	1.20
EPI_ISL_460999	1.055e-04	3.374e-05	3.896e-04	0.47
NODE_0000034	8.764e-06	6.709e-05	9.758e-04	1.18
EPI_ISL_422956	1.980e-05	1.012e-04	1.043e-03	1.26
EPI_ISL_460880	1.461e-04	2.024e-04	1.079e-03	1.31
EPI_ISL_804457	5.362e-05	6.747e-05	9.585e-04	1.16
EPI_ISL_523356	1.145e-04	1.687e-04	1.109e-03	1.34
NODE_0000046	2.140e-05	3.354e-05	9.088e-04	1.10
EPI_ISL_460800	2.545e-05	3.374e-05	9.066e-04	1.10
EPI_ISL_523181	9.085e-05	3.374e-05	4.348e-04	0.53
NODE_0000064	1.405e-06	7.356e-19	8.001e-04	0.97
EPI_ISL_804409	2.741e-05	3.374e-05	9.172e-04	1.11
NODE_0000065	5.260e-06	7.356e-19	8.150e-04	0.99
NODE_0000066	4.323e-06	7.356e-19	8.228e-04	1.00
NODE_0000069	4.209e-05	7.356e-19	8.251e-04	1.00
EPI_ISL_523467	6.368e-05	6.747e-05	6.246e-04	0.76
EPI_ISL_2709006	2.761e-05	3.375e-05	5.764e-04	0.70
NODE_0000070	9.234e-05	7.356e-19	8.252e-04	1.00
EPI_ISL_523211	1.059e-04	3.374e-05	1.824e-04	0.22
EPI_ISL_636558	9.686e-05	1.012e-04	4.962e-04	0.60
NODE_0000071	9.674e-08	7.356e-19	8.253e-04	1.00
NODE_0000072	9.553e-05	7.356e-19	8.251e-04	1.00
EPI_ISL_523556	9.790e-05	1.350e-04	6.305e-04	0.76
EPI_ISL_461224	2.800e-05	1.350e-04	9.232e-04	1.12
NODE_0000073	6.481e-06	7.356e-19	8.253e-04	1.00
NODE_0000043	8.097e-05	3.354e-05	5.082e-04	0.62
EPI_ISL_461239	0.000e+00	5.412e-19	7.993e-04	0.97
EPI_ISL_523447	6.539e-05	1.350e-04	1.171e-03	1.42
NODE_0000047	3.224e-05	3.354e-05	8.117e-04	0.98
EPI_ISL_460819	1.716e-05	5.444e-19	7.241e-04	0.88
NODE_0000048	1.716e-05	3.354e-05	9.144e-04	1.11
EPI_ISL_460823	0.000e+00	5.468e-19	8.249e-04	1.00
EPI_ISL_523430	3.157e-05	6.747e-05	1.037e-03	1.26
NODE_0000053	6.748e-06	3.354e-05	9.183e-04	1.11
EPI_ISL_804407	5.589e-05	5.444e-19	3.102e-04	0.38
NODE_0000054	5.080e-05	1.006e-04	1.158e-03	1.40
EPI_ISL_461293	1.637e-05	3.374e-05	9.152e-04	1.11
NODE_0000055	5.200e-05	1.006e-04	1.106e-03	1.34
EPI_ISL_461383	2.698e-06	5.529e-19	8.189e-04	0.99
EPI_ISL_523570	2.525e-05	3.374e-05	8.838e-04	1.07
NODE_0000082	2.715e-06	7.455e-19	8.005e-04	0.97
EPI_ISL_523416	1.308e-04	6.748e-05	4.979e-04	0.60
NODE_0000058	6.152e-05	3.354e-05	7.046e-04	0.85
EPI_ISL_523345	6.699e-05	3.374e-05	4.758e-04	0.58
EPI_ISL_722803	9.179e-05	6.748e-05	6.027e-04	0.73
NODE_0000060	3.367e-05	3.354e-05	8.097e-04	0.98
EPI_ISL_523613	3.893e-05	3.374e-05	7.886e-04	0.96
NODE_0000061	8.082e-05	1.006e-04	9.825e-04	1.19
NODE_0000062	1.609e-05	1.006e-04	1.128e-03	1.37
EPI_ISL_577910	8.634e-05	5.577e-19	1.990e-04	0.24
NODE_0000063	3.575e-05	3.354e-05	9.182e-04	1.11
EPI_ISL_523711	3.254e-05	6.748e-05	1.045e-03	1.27
EPI_ISL_632626	1.637e-04	2.362e-04	1.015e-03	1.23
NODE_0000092	4.363e-06	7.455e-19	6.165e-04	0.75
EPI_ISL_632579	1.702e-04	6.748e-05	3.987e-04	0.48
NODE_0000093	1.238e-05	7.455e-19	8.253e-04	1.00
EPI_ISL_577954	1.353e-04	6.748e-05	4.631e-04	0.56
EPI_ISL_523636	0.000e+00	5.511e-19	8.200e-04	0.99
NODE_0000067	1.143e-05	3.354e-05	9.172e-04	1.11
EPI_ISL_523717	7.295e-05	5.536e-19	1.419e-04	0.17
EPI_ISL_523751	9.099e-05	1.012e-04	8.816e-04	1.07
EPI_ISL_523793	9.550e-05	3.374e-05	3.943e-04	0.48
EPI_ISL_577937	1.271e-04	3.374e-05	2.908e-04	0.35
EPI_ISL_632582	1.699e-04	1.687e-04	8.153e-04	0.99
EPI_ISL_523766	9.325e-05	1.687e-04	1.197e-03	1.45
NODE_0000068	5.326e-05	6.709e-05	9.185e-04	1.11
EPI_ISL_523804	5.126e-05	5.536e-19	2.465e-04	0.30
EPI_ISL_523721	1.744e-05	3.374e-05	9.177e-04	1.11
NODE_0000075	5.324e-06	3.354e-05	9.171e-04	1.11
EPI_ISL_577935	1.195e-04	6.749e-05	5.819e-04	0.71
EPI_ISL_523750	8.792e-05	3.374e-05	4.899e-04	0.59
NODE_0000077	2.016e-05	3.354e-05	8.771e-04	1.06
EPI_ISL_523710	4.747e-05	5.536e-19	4.608e-04	0.56
NODE_0000078	3.822e-05	6.709e-05	1.036e-03	1.26
EPI_ISL_523800	3.180e-05	6.749e-05	1.040e-03	1.26
EPI_ISL_523699	7.001e-06	3.374e-05	8.874e-04	1.08
NODE_0000030	1.966e-05	6.709e-05	9.585e-04	1.16
NODE_0000031	5.703e-05	3.354e-05	9.156e-04	1.11
NODE_0000032	8.742e-05	1.342e-04	1.058e-03	1.28
EPI_ISL_1265361	0.000e+00	5.478e-19	8.200e-04	0.99
EPI_ISL_523099	0.000e+00	5.478e-19	8.200e-04	0.99
NODE_0000033	8.742e-05	1.006e-04	8.815e-04	1.07
EPI_ISL_1265354	0.000e+00	5.508e-19	8.200e-04	0.99
EPI_ISL_523098	0.000e+00	5.521e-19	8.200e-04	0.99
NODE_0000017	4.037e-05	3.354e-05	9.182e-04	1.11
NODE_0000104	1.643e-05	7.407e-19	8.253e-04	1.00
NODE_0000105	2.242e-05	7.407e-19	8.253e-04	1.00
EPI_ISL_523119	7.425e-05	6.748e-05	6.001e-04	0.73
NODE_0000018	5.118e-05	3.354e-05	4.458e-04	0.54
EPI_ISL_523019	4.787e-05	6.748e-05	9.786e-04	1.19
EPI_ISL_523017	4.787e-05	1.012e-04	1.144e-03	1.39
NODE_0000107	1.318e-05	7.426e-19	8.225e-04	1.00
EPI_ISL_523074	9.783e-05	1.012e-04	7.934e-04	0.96
NODE_0000108	1.350e-05	7.426e-19	8.251e-04	1.00
EPI_ISL_523020	2.119e-05	3.374e-05	7.470e-04	0.91
EPI_ISL_523018	2.119e-05	3.374e-05	7.470e-04	0.91
NODE_0000024	5.471e-05	6.709e-05	8.332e-04	1.01
NODE_0000025	3.294e-05	1.006e-04	1.148e-03	1.39
EPI_ISL_1265363	2.255e-06	5.521e-19	8.200e-04	0.99
EPI_ISL_523112	0.000e+00	5.521e-19	8.252e-04	1.00
NODE_0000028	2.820e-05	3.354e-05	9.097e-04	1.10
EPI_ISL_1265364	6.999e-06	3.374e-05	9.150e-04	1.11
EPI_ISL_523108	4.744e-06	5.501e-19	7.624e-04	0.92
NODE_0000112	2.137e-05	7.455e-19	5.086e-04	0.62
EPI_ISL_1265362	1.383e-05	5.511e-19	8.027e-04	0.97
NODE_0000113	1.157e-05	7.455e-19	8.252e-04	1.00
EPI_ISL_523110	0.000e+00	5.527e-19	8.188e-04	0.99
EPI_ISL_523109	0.000e+00	5.511e-19	8.188e-04	0.99
NODE_0000011	1.522e-05	3.354e-05	9.087e-04	1.10
NODE_0000012	1.919e-05	3.354e-05	8.569e-04	1.04
NODE_0000013	6.967e-05	1.006e-04	1.148e-03	1.39
EPI_ISL_1265360	0.000e+00	5.486e-19	8.200e-04	0.99
EPI_ISL_523104	0.000e+00	5.486e-19	8.200e-04	0.99
NODE_0000014	1.122e-05	3.354e-05	9.173e-04	1.11
EPI_ISL_523100	5.845e-05	1.013e-04	1.148e-03	1.39
EPI_ISL_523103	5.845e-05	6.748e-05	1.044e-03	1.26
NODE_0000120	7.305e-06	7.426e-19	7.601e-04	0.92
EPI_ISL_523101	5.114e-05	3.374e-05	9.136e-04	1.11
EPI_ISL_523106	5.114e-05	5.486e-19	6.223e-04	0.75
NODE_0000008	1.501e-04	1.678e-04	9.878e-04	1.20
EPI_ISL_523035	1.319e-05	3.374e-05	9.150e-04	1.11
NODE_0000123	1.319e-05	2.069e-22	6.466e-04	0.78
EPI_ISL_523037	0.000e+00	5.472e-19	8.246e-04	1.00
EPI_ISL_523082	2.706e-05	3.374e-05	8.671e-04	1.05
NODE_0000007	1.687e-05	6.710e-05	1.032e-03	1.25
EPI_ISL_523087	5.720e-05	6.748e-05	9.722e-04	1.18
NODE_0000000	5.720e-05	3.354e-05	7.150e-04	0.87
EPI_ISL_523086	0.000e+00	5.437e-19	8.253e-04	1.00
NODE_0000004	2.830e-05	6.709e-05	9.925e-04	1.20
EPI_ISL_577802	5.062e-05	6.749e-05	1.021e-03	1.24
EPI_ISL_577803	5.062e-05	3.375e-05	7.967e-04	0.97
NODE_0000127	7.988e-07	7.397e-19	8.126e-04	0.98
EPI_ISL_577783	5.783e-05	3.374e-05	6.425e-04	0.78
NODE_0000128	1.309e-05	7.397e-19	8.253e-04	1.00
EPI_ISL_577784	4.474e-05	3.374e-05	6.425e-04	0.78
NODE_0000129	1.823e-06	7.397e-19	8.249e-04	1.00
EPI_ISL_577786	4.292e-05	5.477e-19	2.274e-04	0.28
NODE_0000131	1.413e-05	7.397e-19	8.252e-04	1.00
EPI_ISL_577755	1.736e-06	5.461e-19	5.058e-04	0.61
EPI_ISL_577791	3.556e-05	3.374e-05	5.975e-04	0.72
NODE_0000132	-2.563e-07	7.291e-19	8.244e-04	1.00
EPI_ISL_804443	3.712e-05	3.374e-05	8.483e-04	1.03
NODE_0000139	7.936e-06	3.354e-05	8.878e-04	1.08
EPI_ISL_461232	9.908e-05	1.350e-04	1.039e-03	1.26
EPI_ISL_2708998	5.173e-05	1.013e-04	1.138e-03	1.38
EPI_ISL_804424	4.046e-05	6.747e-05	1.026e-03	1.24
EPI_ISL_1035698	3.595e-05	1.687e-04	1.284e-03	1.56
EPI_ISL_523575	7.654e-05	1.012e-04	1.003e-03	1.22
EPI_ISL_461140	9.232e-05	1.350e-04	1.079e-03	1.31
EPI_ISL_523203	1.329e-04	1.687e-04	1.005e-03	1.22
EPI_ISL_455298	5.399e-05	1.012e-04	1.129e-03	1.37
NODE_0000142	1.803e-05	3.354e-05	9.108e-04	1.10
EPI_ISL_461157	6.640e-06	5.370e-19	8.253e-04	1.00
EPI_ISL_1035605	2.017e-05	3.374e-05	9.184e-04	1.11
NODE_0000148	1.239e-04	2.013e-04	1.188e-03	1.44
EPI_ISL_2731388	0.000e+00	5.493e-19	8.253e-04	1.00
EPI_ISL_2731389	1.578e-05	5.493e-19	6.728e-04	0.82
NODE_0000163	2.632e-05	6.709e-05	1.042e-03	1.26
EPI_ISL_422569	2.861e-06	5.403e-19	8.249e-04	1.00
EPI_ISL_455118	1.188e-05	3.373e-05	9.081e-04	1.10
NODE_0000172	2.003e-05	1.006e-04	1.089e-03	1.32
EPI_ISL_461264	9.151e-06	3.374e-05	8.817e-04	1.07
EPI_ISL_636526	7.003e-05	3.373e-05	5.526e-04	0.67
NODE_0000153	1.278e-05	3.354e-05	9.159e-04	1.11
EPI_ISL_422952	1.641e-05	3.374e-05	9.153e-04	1.11
EPI_ISL_422635	2.543e-05	3.374e-05	9.069e-04	1.10
NODE_0000154	8.424e-05	1.006e-04	1.042e-03	1.26
EPI_ISL_461367	3.363e-05	1.012e-04	1.132e-03	1.37
EPI_ISL_523498	2.687e-05	3.374e-05	7.541e-04	0.91
NODE_0000159	3.219e-05	3.354e-05	8.873e-04	1.08
EPI_ISL_455246	1.804e-05	3.374e-05	9.066e-04	1.10
EPI_ISL_461130	0.000e+00	5.391e-19	8.188e-04	0.99
NODE_0000141	2.092e-05	7.300e-19	6.628e-04	0.80
EPI_ISL_422960	0.000e+00	5.377e-19	8.253e-04	1.00
EPI_ISL_422605	6.765e-06	5.377e-19	7.923e-04	0.96
NODE_0000196	1.224e-05	3.355e-05	9.181e-04	1.11
EPI_ISL_461265	3.273e-05	6.747e-05	1.044e-03	1.26
NODE_0000197	6.430e-05	3.354e-05	6.310e-04	0.76
EPI_ISL_460831	0.000e+00	5.395e-19	8.253e-04	1.00
NODE_0000198	3.543e-05	3.354e-05	8.925e-04	1.08
EPI_ISL_523367	2.545e-05	3.373e-05	7.940e-04	0.96
EPI_ISL_523407	3.447e-05	3.373e-05	7.139e-04	0.87
NODE_0000145	6.971e-06	7.339e-19	6.272e-04	0.76
EPI_ISL_523307	2.698e-06	5.410e-19	8.200e-04	0.99
EPI_ISL_523550	2.299e-05	5.410e-19	5.576e-04	0.68
NODE_0000202	5.681e-06	6.709e-05	1.009e-03	1.22
EPI_ISL_523368	2.428e-05	5.360e-19	8.200e-04	0.99
EPI_ISL_523371	2.428e-05	5.360e-19	8.200e-04	0.99
EPI_ISL_523369	2.428e-05	5.349e-19	8.200e-04	0.99
NODE_0000147	2.076e-05	7.281e-19	7.812e-04	0.95
NODE_0000149	4.524e-05	7.281e-19	6.706e-04	0.81
EPI_ISL_523680	5.298e-05	6.747e-05	7.786e-04	0.94
EPI_ISL_636566	2.818e-05	5.360e-19	2.608e-04	0.32
NODE_0000150	1.028e-05	7.281e-19	8.235e-04	1.00
EPI_ISL_523568	6.765e-06	5.436e-19	7.923e-04	0.96
EPI_ISL_523374	0.000e+00	5.360e-19	8.253e-04	1.00
NODE_0000209	3.781e-05	3.354e-05	9.179e-04	1.11
EPI_ISL_523377	0.000e+00	5.353e-19	8.253e-04	1.00
NODE_0000152	3.020e-06	7.272e-19	8.253e-04	1.00
EPI_ISL_523672	7.139e-05	5.353e-19	1.367e-04	0.17
NODE_0000211	2.553e-05	3.354e-05	8.415e-04	1.02
EPI_ISL_523668	4.587e-05	5.377e-19	3.065e-04	0.37
NODE_0000212	3.958e-05	3.354e-05	9.146e-04	1.11
EPI_ISL_523676	1.079e-05	5.368e-19	4.618e-04	0.56
EPI_ISL_523684	1.079e-05	3.373e-05	8.570e-04	1.04
NODE_0000155	2.153e-07	2.009e-22	8.222e-04	1.00
NODE_0000156	6.425e-06	2.009e-22	8.253e-04	1.00
NODE_0000157	6.827e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_455206	1.572e-05	3.373e-05	9.013e-04	1.09
EPI_ISL_547484	1.572e-05	3.373e-05	9.013e-04	1.09
NODE_0000158	3.728e-07	2.009e-22	8.253e-04	1.00
NODE_0000160	1.333e-05	2.009e-22	6.096e-04	0.74
EPI_ISL_461254	1.110e-05	5.376e-19	8.086e-04	0.98
EPI_ISL_455129	2.237e-05	5.361e-19	6.687e-04	0.81
NODE_0000164	7.122e-06	3.354e-05	9.184e-04	1.11
NODE_0000165	2.035e-05	3.354e-05	9.182e-04	1.11
EPI_ISL_461078	3.722e-06	5.395e-19	8.253e-04	1.00
EPI_ISL_636554	3.529e-05	5.395e-19	4.328e-04	0.52
NODE_0000168	3.760e-05	3.354e-05	8.561e-04	1.04
EPI_ISL_455235	0.000e+00	5.370e-19	8.253e-04	1.00
EPI_ISL_455236	2.255e-06	5.392e-19	8.215e-04	1.00
NODE_0000166	1.292e-05	7.300e-19	7.127e-04	0.86
EPI_ISL_461076	1.115e-05	5.377e-19	8.200e-04	0.99
EPI_ISL_636542	1.115e-05	5.377e-19	8.200e-04	0.99
NODE_0000167	9.520e-08	2.009e-22	8.252e-04	1.00
NODE_0000169	6.614e-06	2.009e-22	8.253e-04	1.00
NODE_0000170	1.512e-07	2.009e-22	8.253e-04	1.00
EPI_ISL_422942	1.985e-05	3.373e-05	9.114e-04	1.10
EPI_ISL_461063	1.760e-05	3.374e-05	9.170e-04	1.11
NODE_0000171	6.627e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_804413	1.338e-05	3.373e-05	9.114e-04	1.10
NODE_0000186	6.952e-06	3.354e-05	9.162e-04	1.11
EPI_ISL_422735	4.170e-06	5.386e-19	8.253e-04	1.00
EPI_ISL_523402	8.760e-05	3.373e-05	4.498e-04	0.54
NODE_0000173	6.756e-06	2.009e-22	7.017e-04	0.85
NODE_0000174	6.434e-06	2.009e-22	8.253e-04	1.00
NODE_0000175	2.248e-07	2.009e-22	8.253e-04	1.00
EPI_ISL_455241	4.477e-05	6.747e-05	1.018e-03	1.23
EPI_ISL_461163	1.771e-05	3.373e-05	9.102e-04	1.10
NODE_0000176	0.000e+00	2.009e-22	8.248e-04	1.00
NODE_0000177	2.054e-05	2.009e-22	8.019e-04	0.97
EPI_ISL_2709000	1.769e-05	5.434e-19	5.405e-04	0.65
EPI_ISL_2708994	8.669e-06	5.417e-19	6.844e-04	0.83
NODE_0000178	6.659e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_460830	2.255e-05	3.373e-05	9.078e-04	1.10
EPI_ISL_455144	2.706e-05	3.373e-05	8.854e-04	1.07
NODE_0000179	-1.056e-08	2.009e-22	8.251e-04	1.00
NODE_0000180	6.907e-06	2.009e-22	8.253e-04	1.00
NODE_0000181	6.302e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_461167	4.049e-05	6.747e-05	1.010e-03	1.22
EPI_ISL_2708995	2.245e-05	3.375e-05	9.065e-04	1.10
NODE_0000182	6.678e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_804397	1.531e-05	3.373e-05	9.189e-04	1.11
EPI_ISL_2708989	1.531e-05	3.375e-05	9.190e-04	1.11
NODE_0000183	6.635e-06	2.009e-22	8.219e-04	1.00
NODE_0000184	7.249e-06	2.009e-22	8.253e-04	1.00
EPI_ISL_461074	8.491e-05	6.747e-05	7.227e-04	0.88
NODE_0000187	9.679e-05	1.006e-04	8.623e-04	1.04
EPI_ISL_523358	1.293e-05	5.370e-19	7.099e-04	0.86
EPI_ISL_523359	1.743e-05	3.374e-05	9.161e-04	1.11
NODE_0000188	6.300e-06	2.009e-22	8.229e-04	1.00
NODE_0000189	1.350e-05	2.009e-22	8.252e-04	1.00
EPI_ISL_547521	3.854e-05	3.373e-05	7.139e-04	0.86
EPI_ISL_804387	7.236e-05	5.361e-19	1.211e-04	0.15
NODE_0000190	7.378e-06	2.009e-22	8.251e-04	1.00
EPI_ISL_461172	4.466e-05	3.373e-05	7.151e-04	0.87
EPI_ISL_460733	3.564e-05	3.373e-05	7.952e-04	0.96
NODE_0000213	6.720e-06	3.354e-05	9.163e-04	1.11
EPI_ISL_455179	5.178e-05	6.747e-05	1.000e-03	1.21
NODE_0000214	7.456e-06	3.354e-05	9.081e-04	1.10
EPI_ISL_523000	8.716e-05	1.012e-04	9.876e-04	1.20
NODE_0000216	5.670e-06	3.354e-05	8.575e-04	1.04
EPI_ISL_522999	8.149e-05	1.012e-04	1.144e-03	1.39
NODE_0000194	7.028e-05	7.323e-19	5.290e-04	0.64
EPI_ISL_523028	1.121e-05	3.374e-05	9.104e-04	1.10
NODE_0000195	2.194e-06	7.323e-19	7.767e-04	0.94
EPI_ISL_522997	9.020e-06	5.395e-19	7.340e-04	0.89
EPI_ISL_431778	0.000e+00	5.395e-19	8.200e-04	0.99
NODE_0000220	4.945e-05	3.354e-05	9.135e-04	1.11
EPI_ISL_522994	3.204e-05	6.748e-05	1.045e-03	1.27
NODE_0000222	3.204e-05	6.709e-05	1.043e-03	1.26
EPI_ISL_447624	2.255e-06	5.458e-19	8.140e-04	0.99
EPI_ISL_523004	0.000e+00	5.412e-19	8.232e-04	1.00
NODE_0000199	3.204e-05	2.032e-22	5.499e-04	0.67
EPI_ISL_523016	0.000e+00	5.404e-19	8.200e-04	0.99
EPI_ISL_447626	2.255e-06	5.392e-19	8.074e-04	0.98
NODE_0000225	6.392e-06	3.354e-05	9.183e-04	1.11
NODE_0000226	8.693e-05	1.342e-04	1.240e-03	1.50
EPI_ISL_523095	1.188e-05	3.374e-05	9.066e-04	1.10
EPI_ISL_523093	1.188e-05	3.374e-05	9.066e-04	1.10
NODE_0000203	7.765e-06	7.358e-19	6.378e-04	0.77
EPI_ISL_461202	4.921e-05	5.434e-19	2.656e-04	0.32
NODE_0000204	4.117e-06	7.358e-19	8.252e-04	1.00
EPI_ISL_523091	0.000e+00	5.428e-19	8.201e-04	0.99
EPI_ISL_447634	0.000e+00	5.428e-19	8.201e-04	0.99
NODE_0000230	4.806e-05	3.354e-05	7.823e-04	0.95
EPI_ISL_523003	3.271e-05	3.374e-05	9.104e-04	1.10
EPI_ISL_523022	3.271e-05	3.376e-05	9.105e-04	1.10
NODE_0000231	3.271e-05	3.354e-05	9.164e-04	1.11
EPI_ISL_447625	2.255e-06	5.370e-19	8.074e-04	0.98
EPI_ISL_523010	0.000e+00	5.370e-19	8.200e-04	0.99
