#node	clock_length	mutation_length	rate	fold_change
EPI_ISL_1265363	2.260e-06	2.844e-22	8.216e-04	0.99
EPI_ISL_523112	0.000e+00	2.844e-22	8.268e-04	1.00
NODE_0000023	3.540e-05	3.342e-05	8.828e-04	1.07
EPI_ISL_1265364	1.794e-05	3.362e-05	9.164e-04	1.11
EPI_ISL_523108	1.568e-05	2.847e-22	7.631e-04	0.92
NODE_0000122	3.491e-05	2.298e-22	4.296e-04	0.52
EPI_ISL_1265362	1.843e-05	2.845e-22	8.052e-04	0.97
NODE_0000125	1.617e-05	2.298e-22	8.269e-04	1.00
EPI_ISL_523110	0.000e+00	2.842e-22	8.205e-04	0.99
EPI_ISL_523109	0.000e+00	2.845e-22	8.205e-04	0.99
NODE_0000011	7.062e-06	3.342e-05	9.154e-04	1.11
NODE_0000012	1.473e-05	3.342e-05	9.146e-04	1.11
NODE_0000013	5.737e-05	1.003e-04	1.071e-03	1.30
EPI_ISL_1265360	0.000e+00	2.851e-22	8.216e-04	0.99
EPI_ISL_523104	0.000e+00	2.851e-22	8.216e-04	0.99
NODE_0000014	3.426e-05	3.342e-05	8.235e-04	1.00
EPI_ISL_523103	2.311e-05	6.725e-05	1.044e-03	1.26
EPI_ISL_523100	2.311e-05	1.009e-04	1.152e-03	1.39
NODE_0000130	8.095e-06	2.306e-22	8.267e-04	1.00
EPI_ISL_523101	1.502e-05	3.363e-05	8.642e-04	1.04
EPI_ISL_523106	1.502e-05	2.851e-22	4.746e-04	0.57
NODE_0000008	1.323e-04	1.672e-04	9.988e-04	1.21
EPI_ISL_523035	1.440e-05	3.362e-05	8.950e-04	1.08
NODE_0000133	6.073e-06	2.313e-22	5.716e-04	0.69
EPI_ISL_523037	8.329e-06	2.855e-22	8.251e-04	1.00
EPI_ISL_523082	3.544e-05	3.363e-05	8.734e-04	1.06
NODE_0000007	8.042e-06	6.686e-05	1.044e-03	1.26
EPI_ISL_523087	6.737e-05	6.725e-05	9.191e-04	1.11
NODE_0000000	5.508e-05	3.343e-05	6.522e-04	0.79
NODE_0000001	4.597e-05	6.685e-05	1.002e-03	1.21
EPI_ISL_577802	4.539e-05	6.726e-05	1.029e-03	1.24
EPI_ISL_577803	4.539e-05	3.363e-05	8.118e-04	0.98
NODE_0000106	1.228e-05	2.314e-22	8.270e-04	1.00
EPI_ISL_523086	0.000e+00	2.863e-22	8.266e-04	1.00
NODE_0000140	5.678e-06	2.314e-22	6.783e-04	0.82
EPI_ISL_577783	5.307e-05	3.363e-05	7.614e-04	0.92
NODE_0000141	5.031e-06	2.314e-22	8.267e-04	1.00
EPI_ISL_577784	4.804e-05	3.362e-05	7.669e-04	0.93
NODE_0000142	4.398e-06	2.314e-22	8.270e-04	1.00
EPI_ISL_577791	5.042e-05	3.362e-05	7.097e-04	0.86
NODE_0000143	1.653e-05	2.314e-22	8.269e-04	1.00
EPI_ISL_577755	0.000e+00	2.856e-22	6.982e-04	0.84
EPI_ISL_577786	2.711e-05	2.853e-22	3.375e-04	0.41
NODE_0000145	2.785e-05	2.345e-22	8.245e-04	1.00
EPI_ISL_461277	1.189e-04	1.009e-04	8.108e-04	0.98
NODE_0000146	5.107e-06	2.345e-22	8.270e-04	1.00
NODE_0000083	9.152e-05	3.342e-05	8.651e-04	1.05
EPI_ISL_523796	2.595e-04	1.681e-04	4.855e-04	0.59
NODE_0000084	1.320e-04	2.674e-04	1.167e-03	1.41
EPI_ISL_523083	8.913e-05	1.009e-04	8.739e-04	1.06
EPI_ISL_523621	3.267e-06	2.847e-22	7.490e-04	0.91
NODE_0000139	4.577e-06	3.342e-05	9.115e-04	1.10
EPI_ISL_1035698	4.142e-05	1.681e-04	1.263e-03	1.53
EPI_ISL_455298	5.950e-05	1.009e-04	1.143e-03	1.38
EPI_ISL_461232	1.047e-04	1.345e-04	1.074e-03	1.30
EPI_ISL_2708998	5.724e-05	1.009e-04	1.150e-03	1.39
EPI_ISL_523575	8.209e-05	1.009e-04	1.033e-03	1.25
EPI_ISL_461140	9.791e-05	1.345e-04	1.112e-03	1.35
EPI_ISL_804424	4.594e-05	6.724e-05	1.037e-03	1.25
EPI_ISL_523203	1.386e-04	1.681e-04	1.045e-03	1.26
NODE_0000158	1.295e-04	2.006e-04	1.240e-03	1.50
EPI_ISL_2731388	0.000e+00	2.851e-22	8.216e-04	0.99
EPI_ISL_2731389	1.582e-05	2.851e-22	6.442e-04	0.78
NODE_0000182	2.747e-05	6.685e-05	1.031e-03	1.25
EPI_ISL_422569	7.176e-06	2.869e-22	8.223e-04	0.99
EPI_ISL_455118	1.621e-05	3.362e-05	9.145e-04	1.11
NODE_0000195	2.483e-05	1.003e-04	1.068e-03	1.29
EPI_ISL_461264	9.815e-06	3.362e-05	8.832e-04	1.07
EPI_ISL_636526	7.082e-05	3.362e-05	5.747e-04	0.69
NODE_0000186	1.654e-05	3.342e-05	9.137e-04	1.10
EPI_ISL_422635	2.714e-05	3.362e-05	9.134e-04	1.10
EPI_ISL_422952	1.810e-05	3.362e-05	9.139e-04	1.11
NODE_0000191	2.719e-05	3.342e-05	8.945e-04	1.08
EPI_ISL_455246	2.480e-05	3.362e-05	9.135e-04	1.10
EPI_ISL_461130	6.724e-06	2.874e-22	8.231e-04	1.00
NODE_0000192	6.842e-05	1.003e-04	1.020e-03	1.23
EPI_ISL_461367	5.136e-05	1.009e-04	1.159e-03	1.40
EPI_ISL_523498	4.458e-05	3.362e-05	8.349e-04	1.01
NODE_0000156	2.262e-05	2.341e-22	6.840e-04	0.83
EPI_ISL_422605	6.779e-06	2.875e-22	7.971e-04	0.96
EPI_ISL_422960	0.000e+00	2.875e-22	8.270e-04	1.00
NODE_0000196	1.922e-05	3.343e-05	9.185e-04	1.11
EPI_ISL_461265	3.124e-05	6.724e-05	1.045e-03	1.26
NODE_0000197	6.287e-05	3.342e-05	6.468e-04	0.78
EPI_ISL_460831	0.000e+00	2.871e-22	8.270e-04	1.00
NODE_0000198	2.417e-05	3.342e-05	8.976e-04	1.09
EPI_ISL_523367	3.683e-05	3.362e-05	8.145e-04	0.98
EPI_ISL_523407	4.587e-05	3.362e-05	7.387e-04	0.89
NODE_0000160	2.102e-05	2.328e-22	6.861e-04	0.83
EPI_ISL_523550	2.034e-05	2.867e-22	5.416e-04	0.65
EPI_ISL_523307	0.000e+00	2.867e-22	8.100e-04	0.98
NODE_0000202	3.866e-05	6.685e-05	1.009e-03	1.22
EPI_ISL_523368	2.698e-06	2.878e-22	8.270e-04	1.00
EPI_ISL_523371	2.698e-06	2.878e-22	8.270e-04	1.00
EPI_ISL_523369	2.698e-06	2.881e-22	8.270e-04	1.00
NODE_0000162	9.476e-06	2.345e-22	7.971e-04	0.96
EPI_ISL_523374	0.000e+00	2.878e-22	8.270e-04	1.00
NODE_0000163	6.779e-06	2.345e-22	7.971e-04	0.96
EPI_ISL_523568	0.000e+00	2.862e-22	8.270e-04	1.00
NODE_0000164	5.226e-06	2.345e-22	7.813e-04	0.94
EPI_ISL_523680	7.612e-05	6.724e-05	8.100e-04	0.98
EPI_ISL_636566	5.126e-05	2.878e-22	2.868e-04	0.35
NODE_0000209	1.625e-05	3.342e-05	9.182e-04	1.11
EPI_ISL_523377	0.000e+00	2.879e-22	8.270e-04	1.00
NODE_0000167	5.891e-06	2.346e-22	8.156e-04	0.99
EPI_ISL_523672	6.867e-05	2.879e-22	1.638e-04	0.20
NODE_0000211	3.090e-05	3.342e-05	8.445e-04	1.02
EPI_ISL_523668	3.777e-05	2.873e-22	3.822e-04	0.46
NODE_0000212	3.248e-05	3.342e-05	9.192e-04	1.11
EPI_ISL_523676	9.814e-06	2.875e-22	5.057e-04	0.61
EPI_ISL_523684	9.814e-06	3.362e-05	8.788e-04	1.06
NODE_0000170	1.882e-06	2.347e-22	8.270e-04	1.00
NODE_0000171	1.611e-07	2.347e-22	8.270e-04	1.00
NODE_0000172	1.313e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_461063	1.495e-05	3.362e-05	9.181e-04	1.11
NODE_0000166	1.350e-05	3.342e-05	9.175e-04	1.11
EPI_ISL_461157	1.458e-06	2.878e-22	8.270e-04	1.00
EPI_ISL_1035605	1.501e-05	3.362e-05	9.191e-04	1.11
NODE_0000175	6.565e-06	2.347e-22	8.269e-04	1.00
NODE_0000153	1.294e-05	3.342e-05	9.178e-04	1.11
EPI_ISL_422735	8.574e-06	2.874e-22	8.270e-04	1.00
EPI_ISL_523402	9.218e-05	3.362e-05	4.724e-04	0.57
NODE_0000173	1.320e-05	3.342e-05	9.197e-04	1.11
NODE_0000174	2.187e-05	3.342e-05	9.198e-04	1.11
EPI_ISL_461078	0.000e+00	2.871e-22	8.270e-04	1.00
EPI_ISL_636554	3.163e-05	2.871e-22	4.551e-04	0.55
NODE_0000177	3.543e-05	3.342e-05	8.703e-04	1.05
EPI_ISL_455235	0.000e+00	2.876e-22	8.270e-04	1.00
EPI_ISL_455236	2.260e-06	2.870e-22	8.235e-04	1.00
NODE_0000180	1.918e-05	2.341e-22	7.316e-04	0.88
EPI_ISL_461076	2.698e-06	2.875e-22	8.216e-04	0.99
EPI_ISL_636542	2.698e-06	2.875e-22	8.216e-04	0.99
NODE_0000181	2.012e-07	2.347e-22	8.185e-04	0.99
NODE_0000183	1.407e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_455206	1.849e-05	3.362e-05	9.161e-04	1.11
EPI_ISL_547484	1.849e-05	3.362e-05	9.161e-04	1.11
NODE_0000184	7.322e-07	2.347e-22	8.270e-04	1.00
NODE_0000185	1.305e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_422942	1.652e-05	3.362e-05	9.199e-04	1.11
EPI_ISL_804413	1.652e-05	3.362e-05	9.199e-04	1.11
NODE_0000187	5.830e-06	2.347e-22	7.964e-04	0.96
NODE_0000188	6.441e-06	2.347e-22	8.270e-04	1.00
NODE_0000189	6.938e-06	2.347e-22	8.270e-04	1.00
EPI_ISL_461163	1.488e-05	3.362e-05	9.203e-04	1.11
EPI_ISL_455241	4.199e-05	6.724e-05	1.007e-03	1.22
NODE_0000190	6.610e-06	2.347e-22	8.144e-04	0.98
NODE_0000193	1.390e-05	2.347e-22	8.071e-04	0.98
EPI_ISL_461254	1.303e-06	2.876e-22	8.100e-04	0.98
EPI_ISL_2709000	2.164e-05	2.867e-22	5.416e-04	0.65
NODE_0000194	6.351e-06	2.347e-22	8.270e-04	1.00
EPI_ISL_460830	2.015e-05	3.362e-05	9.090e-04	1.10
EPI_ISL_455144	2.467e-05	3.362e-05	8.878e-04	1.07
NODE_0000199	4.958e-08	2.347e-22	8.190e-04	0.99
NODE_0000200	6.716e-06	2.347e-22	8.270e-04	1.00
NODE_0000201	6.399e-06	2.347e-22	8.270e-04	1.00
EPI_ISL_804397	1.961e-05	3.362e-05	9.205e-04	1.11
EPI_ISL_2708989	1.961e-05	3.364e-05	9.206e-04	1.11
NODE_0000203	6.529e-06	2.347e-22	8.007e-04	0.97
NODE_0000204	2.030e-05	2.347e-22	8.225e-04	0.99
EPI_ISL_2708994	5.963e-06	2.868e-22	7.155e-04	0.87
EPI_ISL_455129	5.963e-06	2.879e-22	7.155e-04	0.87
NODE_0000205	1.338e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_460733	3.322e-05	3.362e-05	8.145e-04	0.98
EPI_ISL_461172	4.226e-05	3.362e-05	7.387e-04	0.89
NODE_0000206	6.974e-06	2.347e-22	8.264e-04	1.00
NODE_0000207	1.306e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_2708995	1.947e-05	3.364e-05	9.093e-04	1.10
EPI_ISL_461167	3.754e-05	6.724e-05	1.017e-03	1.23
NODE_0000208	1.286e-05	2.347e-22	8.132e-04	0.98
NODE_0000210	1.373e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_804387	6.921e-05	2.879e-22	1.314e-04	0.16
EPI_ISL_547521	3.531e-05	3.362e-05	7.316e-04	0.88
NODE_0000215	5.802e-05	2.347e-22	8.270e-04	1.00
EPI_ISL_461074	2.492e-05	6.724e-05	7.604e-04	0.92
NODE_0000144	4.707e-05	1.003e-04	9.048e-04	1.09
EPI_ISL_523358	2.698e-06	2.877e-22	7.113e-04	0.86
EPI_ISL_523359	7.217e-06	3.362e-05	9.179e-04	1.11
NODE_0000213	1.794e-05	3.342e-05	9.047e-04	1.09
EPI_ISL_455179	4.608e-05	6.724e-05	1.002e-03	1.21
NODE_0000214	6.802e-05	3.342e-05	9.080e-04	1.10
EPI_ISL_523000	2.099e-05	1.009e-04	1.000e-03	1.21
NODE_0000240	1.112e-06	3.342e-05	8.931e-04	1.08
EPI_ISL_522999	1.988e-05	1.009e-04	1.133e-03	1.37
NODE_0000220	9.558e-08	2.337e-22	4.930e-04	0.60
EPI_ISL_523028	1.978e-05	3.362e-05	9.081e-04	1.10
NODE_0000222	6.787e-06	2.337e-22	7.260e-04	0.88
EPI_ISL_522997	1.300e-05	2.873e-22	7.753e-04	0.94
EPI_ISL_431778	3.958e-06	2.873e-22	8.270e-04	1.00
NODE_0000244	6.960e-06	3.342e-05	9.092e-04	1.10
EPI_ISL_522994	1.292e-05	6.724e-05	1.046e-03	1.26
NODE_0000246	1.292e-05	6.685e-05	1.045e-03	1.26
EPI_ISL_447624	2.260e-06	2.861e-22	8.216e-04	0.99
EPI_ISL_523004	0.000e+00	2.870e-22	8.268e-04	1.00
NODE_0000225	1.031e-05	2.336e-22	4.928e-04	0.60
EPI_ISL_523016	2.606e-06	2.872e-22	8.268e-04	1.00
EPI_ISL_447626	4.865e-06	2.875e-22	8.216e-04	0.99
NODE_0000216	8.153e-07	3.342e-05	9.189e-04	1.11
NODE_0000217	2.263e-05	1.337e-04	1.239e-03	1.50
EPI_ISL_523095	1.562e-05	3.362e-05	9.187e-04	1.11
EPI_ISL_523093	1.562e-05	3.362e-05	9.187e-04	1.11
NODE_0000228	5.754e-06	2.323e-22	6.930e-04	0.84
EPI_ISL_461202	5.506e-05	2.861e-22	2.872e-04	0.35
NODE_0000229	9.868e-06	2.323e-22	8.263e-04	1.00
