#node	clock_length	mutation_length	rate	fold_change
EPI_ISL_620958	2.611e-05	3.352e-05	2.924e-04	1.07
EPI_ISL_616714	0.000e+00	3.808e-22	2.730e-04	1.00
NODE_0000067	6.438e-06	2.751e-22	2.730e-04	1.00
NODE_0000068	3.412e-05	2.751e-22	2.119e-04	0.78
EPI_ISL_683308	6.955e-06	3.352e-05	2.990e-04	1.10
EPI_ISL_683309	6.955e-06	3.811e-22	1.928e-04	0.71
NODE_0000995	3.261e-05	3.331e-05	2.892e-04	1.06
EPI_ISL_670698	6.222e-06	3.352e-05	3.010e-04	1.10
NODE_0000072	9.205e-06	2.386e-18	2.478e-04	0.91
EPI_ISL_669805	1.268e-05	3.819e-22	2.270e-04	0.83
EPI_ISL_683271	0.000e+00	3.822e-22	2.712e-04	0.99
NODE_0000976	5.065e-05	3.331e-05	2.991e-04	1.10
EPI_ISL_619069	2.004e-05	3.352e-05	3.003e-04	1.10
EPI_ISL_621048	9.600e-06	3.811e-22	2.490e-04	0.91
EPI_ISL_620233	1.482e-05	3.352e-05	3.037e-04	1.11
NODE_0000979	1.532e-05	3.331e-05	3.028e-04	1.11
EPI_ISL_670708	2.039e-05	3.352e-05	2.961e-04	1.08
NODE_0000076	1.769e-05	2.739e-22	2.509e-04	0.92
EPI_ISL_683073	2.698e-06	3.793e-22	2.348e-04	0.86
EPI_ISL_683074	2.698e-06	3.796e-22	2.348e-04	0.86
NODE_0000982	1.074e-05	3.331e-05	2.955e-04	1.08
EPI_ISL_683029	1.114e-05	3.785e-22	2.132e-04	0.78
EPI_ISL_683031	1.114e-05	3.352e-05	3.029e-04	1.11
NODE_0000984	1.165e-05	9.995e-05	3.528e-04	1.29
EPI_ISL_683128	3.964e-06	3.353e-05	2.915e-04	1.07
EPI_ISL_683127	3.964e-06	3.753e-22	2.659e-04	0.97
NODE_0000998	2.045e-05	6.663e-05	3.435e-04	1.26
EPI_ISL_668740	9.768e-05	6.705e-05	2.865e-04	1.05
NODE_0000999	7.208e-05	3.331e-05	2.759e-04	1.01
EPI_ISL_683298	6.955e-06	3.779e-22	2.473e-04	0.91
EPI_ISL_683299	6.955e-06	3.352e-05	3.014e-04	1.10
NODE_0001007	6.063e-05	9.994e-05	3.749e-04	1.37
EPI_ISL_621371	5.049e-07	3.775e-22	2.730e-04	1.00
EPI_ISL_670727	1.617e-05	3.352e-05	3.037e-04	1.11
NODE_0001009	2.488e-05	6.663e-05	3.373e-04	1.24
EPI_ISL_625860	1.734e-06	3.750e-22	2.582e-04	0.95
EPI_ISL_670705	6.955e-06	3.352e-05	3.033e-04	1.11
NODE_0000083	3.423e-05	2.727e-22	2.729e-04	1.00
NODE_0001004	3.213e-05	3.332e-05	2.816e-04	1.03
EPI_ISL_620907	0.000e+00	3.290e-18	2.730e-04	1.00
EPI_ISL_620077	5.221e-06	3.810e-22	2.668e-04	0.98
NODE_0000086	1.599e-05	2.727e-22	1.999e-04	0.73
EPI_ISL_683319	2.807e-05	3.353e-05	2.990e-04	1.10
NODE_0000087	2.046e-05	2.727e-22	2.730e-04	1.00
EPI_ISL_683280	9.100e-06	3.355e-05	2.972e-04	1.09
NODE_0000090	7.608e-06	2.727e-22	2.082e-04	0.76
EPI_ISL_683320	0.000e+00	3.779e-22	2.712e-04	0.99
EPI_ISL_682566	2.461e-05	3.268e-18	1.668e-04	0.61
NODE_0001011	3.672e-05	6.663e-05	3.361e-04	1.23
EPI_ISL_683306	4.231e-05	6.735e-05	3.455e-04	1.27
EPI_ISL_926043	6.096e-05	3.353e-05	2.414e-04	0.88
NODE_0001013	1.457e-05	3.331e-05	2.927e-04	1.07
EPI_ISL_670724	2.550e-05	3.352e-05	3.026e-04	1.11
EPI_ISL_683273	3.072e-05	3.355e-05	2.965e-04	1.09
EPI_ISL_683084	4.116e-05	3.353e-05	2.732e-04	1.00
EPI_ISL_683297	3.072e-05	3.353e-05	2.964e-04	1.09
EPI_ISL_683027	4.340e-05	6.705e-05	3.390e-04	1.24
EPI_ISL_619070	2.550e-05	1.006e-04	3.579e-04	1.31
EPI_ISL_683173	5.011e-05	6.705e-05	3.287e-04	1.20
EPI_ISL_683087	3.893e-05	3.353e-05	2.790e-04	1.02
EPI_ISL_683272	3.072e-05	6.705e-05	3.442e-04	1.26
NODE_0001020	3.221e-05	3.332e-05	2.936e-04	1.08
EPI_ISL_683246	0.000e+00	3.753e-22	2.730e-04	1.00
EPI_ISL_641406	0.000e+00	3.665e-22	2.730e-04	1.00
NODE_0001022	3.195e-05	6.663e-05	3.411e-04	1.25
EPI_ISL_683188	5.480e-06	3.353e-05	3.001e-04	1.10
EPI_ISL_683189	5.480e-06	3.724e-22	2.515e-04	0.92
NODE_0001044	2.233e-05	3.331e-05	3.036e-04	1.11
EPI_ISL_618724	8.391e-06	3.353e-05	2.979e-04	1.09
EPI_ISL_683053	1.958e-05	3.760e-22	2.048e-04	0.75
NODE_0001045	2.233e-05	3.331e-05	3.031e-04	1.11
EPI_ISL_683056	1.958e-05	6.707e-05	3.367e-04	1.23
EPI_ISL_683057	1.958e-05	3.739e-22	2.168e-04	0.79
NODE_0001055	3.829e-05	1.333e-04	4.080e-04	1.49
EPI_ISL_1860573	8.094e-06	3.707e-22	2.642e-04	0.97
EPI_ISL_1861445	1.332e-05	3.371e-05	3.020e-04	1.11
NODE_0001056	2.048e-05	3.331e-05	2.991e-04	1.10
EPI_ISL_668763	3.113e-05	3.353e-05	2.703e-04	0.99
NODE_0001057	1.810e-05	3.331e-05	3.033e-04	1.11
EPI_ISL_683178	1.079e-05	3.735e-22	2.065e-04	0.76
EPI_ISL_683180	1.079e-05	3.353e-05	3.020e-04	1.11
NODE_0001059	1.781e-05	3.331e-05	3.025e-04	1.11
EPI_ISL_683114	8.094e-06	3.749e-22	2.153e-04	0.79
EPI_ISL_683116	8.094e-06	3.352e-05	3.031e-04	1.11
NODE_0000101	3.849e-07	2.699e-22	2.717e-04	1.00
NODE_0000102	2.004e-05	2.699e-22	2.730e-04	1.00
EPI_ISL_683026	2.297e-05	3.353e-05	2.736e-04	1.00
NODE_0001039	2.073e-05	3.331e-05	2.858e-04	1.05
EPI_ISL_670706	4.530e-09	3.739e-22	2.712e-04	0.99
EPI_ISL_683069	4.530e-09	3.739e-22	2.712e-04	0.99
NODE_0000104	5.759e-06	2.699e-22	2.664e-04	0.98
NODE_0000105	6.607e-06	2.699e-22	2.722e-04	1.00
NODE_0000106	9.096e-06	2.699e-22	2.717e-04	1.00
EPI_ISL_683119	2.454e-05	3.353e-05	2.897e-04	1.06
EPI_ISL_683028	2.155e-05	3.353e-05	2.954e-04	1.08
NODE_0000107	4.655e-06	2.699e-22	2.721e-04	1.00
NODE_0000108	4.868e-06	2.699e-22	2.726e-04	1.00
EPI_ISL_682842	2.933e-05	3.352e-05	2.796e-04	1.02
EPI_ISL_683118	2.411e-05	3.352e-05	2.914e-04	1.07
NODE_0000109	2.873e-06	2.699e-22	2.722e-04	1.00
EPI_ISL_619446	0.000e+00	3.749e-22	2.730e-04	1.00
NODE_0000110	1.193e-05	2.699e-22	2.638e-04	0.97
EPI_ISL_683248	0.000e+00	3.749e-22	2.661e-04	0.97
EPI_ISL_683243	0.000e+00	3.749e-22	2.661e-04	0.97
NODE_0000111	5.946e-06	2.699e-22	2.702e-04	0.99
NODE_0000112	5.943e-06	2.699e-22	2.721e-04	1.00
NODE_0000114	3.738e-06	2.699e-22	2.723e-04	1.00
EPI_ISL_683117	2.461e-05	3.749e-22	1.803e-04	0.66
EPI_ISL_641501	0.000e+00	3.661e-22	2.730e-04	1.00
NODE_0000115	1.237e-06	2.699e-22	2.730e-04	1.00
NODE_0001042	2.424e-05	3.331e-05	2.937e-04	1.08
EPI_ISL_682428	8.094e-06	3.768e-22	2.642e-04	0.97
EPI_ISL_682537	8.094e-06	3.760e-22	2.642e-04	0.97
NODE_0000118	9.214e-06	2.699e-22	2.658e-04	0.97
EPI_ISL_618623	2.238e-06	3.730e-22	2.673e-04	0.98
EPI_ISL_683270	0.000e+00	3.235e-18	2.712e-04	0.99
NODE_0000119	6.755e-06	2.699e-22	2.612e-04	0.96
NODE_0000120	1.108e-05	2.699e-22	2.724e-04	1.00
NODE_0000121	8.544e-06	2.699e-22	2.730e-04	1.00
EPI_ISL_683064	2.698e-06	3.750e-22	2.348e-04	0.86
EPI_ISL_683085	2.698e-06	3.757e-22	2.348e-04	0.86
NODE_0000122	9.290e-06	2.699e-22	2.727e-04	1.00
EPI_ISL_683052	2.698e-06	3.747e-22	2.348e-04	0.86
EPI_ISL_683049	2.698e-06	3.747e-22	2.348e-04	0.86
NODE_0000123	6.964e-06	2.699e-22	2.730e-04	1.00
NODE_0000124	6.404e-06	2.699e-22	2.723e-04	1.00
EPI_ISL_683241	0.000e+00	3.805e-22	2.671e-04	0.98
EPI_ISL_617907	3.729e-06	3.738e-22	2.560e-04	0.94
NODE_0000125	1.237e-05	2.699e-22	2.723e-04	1.00
EPI_ISL_641397	0.000e+00	3.745e-22	2.473e-04	0.91
EPI_ISL_683088	7.459e-07	3.747e-22	2.441e-04	0.89
NODE_0000099	5.612e-06	2.739e-22	2.730e-04	1.00
NODE_0000910	5.507e-05	3.331e-05	2.464e-04	0.90
EPI_ISL_3050757	3.153e-05	3.797e-22	2.348e-04	0.86
EPI_ISL_3050756	3.153e-05	3.353e-05	3.034e-04	1.11
EPI_ISL_3050755	3.153e-05	3.352e-05	3.034e-04	1.11
NODE_0000127	1.768e-05	2.739e-22	2.271e-04	0.83
NODE_0000128	1.662e-05	2.739e-22	2.685e-04	0.98
EPI_ISL_3050753	5.081e-05	3.352e-05	2.680e-04	0.98
NODE_0000129	1.495e-05	2.739e-22	2.726e-04	1.00
EPI_ISL_641507	3.735e-05	3.353e-05	2.675e-04	0.98
NODE_0000131	1.158e-05	2.739e-22	1.448e-04	0.53
EPI_ISL_3050754	2.428e-05	3.796e-22	2.714e-04	0.99
NODE_0000133	1.096e-05	2.739e-22	2.720e-04	1.00
NODE_0000134	1.482e-05	2.739e-22	2.730e-04	1.00
EPI_ISL_641512	0.000e+00	3.797e-22	2.720e-04	1.00
EPI_ISL_3050762	8.205e-06	3.796e-22	2.505e-04	0.92
NODE_0000135	1.457e-05	2.739e-22	2.730e-04	1.00
EPI_ISL_641508	2.482e-07	3.837e-22	2.721e-04	1.00
NODE_0000142	1.714e-05	2.739e-22	1.573e-04	0.58
EPI_ISL_641462	1.369e-05	3.802e-22	2.707e-04	0.99
NODE_0000143	6.945e-06	2.739e-22	2.721e-04	1.00
NODE_0000145	3.371e-05	2.739e-22	2.197e-04	0.80
EPI_ISL_1880299	8.094e-06	3.795e-22	2.070e-04	0.76
EPI_ISL_682776	1.332e-05	3.785e-22	1.804e-04	0.66
NODE_0000146	7.492e-06	2.739e-22	2.721e-04	1.00
EPI_ISL_641465	0.000e+00	3.788e-22	2.730e-04	1.00
NODE_0000147	2.363e-05	2.739e-22	2.345e-04	0.86
EPI_ISL_682999	2.375e-07	3.791e-22	2.518e-04	0.92
NODE_0000148	2.586e-06	2.739e-22	2.727e-04	1.00
EPI_ISL_1861061	8.094e-06	3.791e-22	2.070e-04	0.76
EPI_ISL_668816	8.094e-06	3.787e-22	2.070e-04	0.76
NODE_0001061	3.190e-05	3.331e-05	2.941e-04	1.08
EPI_ISL_669767	9.744e-05	1.341e-04	3.797e-04	1.39
EPI_ISL_668730	1.079e-04	1.677e-04	4.093e-04	1.50
EPI_ISL_641455	6.686e-05	1.007e-04	3.772e-04	1.38
EPI_ISL_620345	8.178e-05	6.705e-05	2.889e-04	1.06
EPI_ISL_669778	9.744e-05	1.006e-04	3.236e-04	1.19
NODE_0001225	1.519e-05	3.331e-05	3.034e-04	1.11
EPI_ISL_641485	4.570e-05	6.705e-05	3.444e-04	1.26
EPI_ISL_621000	5.615e-05	6.706e-05	3.411e-04	1.25
NODE_0001229	1.339e-05	3.331e-05	3.030e-04	1.11
EPI_ISL_670700	4.751e-05	3.352e-05	2.976e-04	1.09
EPI_ISL_668832	8.928e-05	2.013e-04	4.741e-04	1.74
NODE_0001181	3.864e-05	3.331e-05	3.020e-04	1.11
EPI_ISL_621931	2.747e-05	6.705e-05	3.452e-04	1.26
NODE_0000154	2.822e-05	2.739e-22	1.656e-04	0.61
EPI_ISL_641459	0.000e+00	3.746e-22	2.730e-04	1.00
EPI_ISL_641458	0.000e+00	3.796e-22	2.730e-04	1.00
NODE_0001196	1.258e-05	3.331e-05	3.017e-04	1.11
EPI_ISL_641463	5.503e-05	3.796e-22	1.635e-04	0.60
NODE_0001197	3.190e-05	3.331e-05	2.991e-04	1.10
EPI_ISL_641466	2.387e-05	3.352e-05	3.020e-04	1.11
EPI_ISL_621716	2.163e-05	6.705e-05	3.362e-04	1.23
NODE_0001207	9.440e-05	6.664e-05	2.793e-04	1.02
EPI_ISL_714293	1.349e-05	3.759e-22	1.928e-04	0.71
EPI_ISL_669803	3.048e-06	3.785e-22	2.446e-04	0.90
EPI_ISL_712435	2.393e-05	3.352e-05	2.777e-04	1.02
NODE_0001230	7.838e-05	1.666e-04	4.460e-04	1.63
EPI_ISL_668755	2.428e-05	3.212e-18	1.721e-04	0.63
NODE_0001231	1.640e-05	3.331e-05	2.989e-04	1.09
EPI_ISL_668802	7.881e-06	3.352e-05	3.035e-04	1.11
EPI_ISL_714400	1.310e-05	3.352e-05	2.988e-04	1.09
NODE_0001200	3.858e-05	3.331e-05	3.023e-04	1.11
EPI_ISL_615843	2.232e-05	3.352e-05	2.990e-04	1.10
EPI_ISL_641433	3.276e-05	3.356e-05	2.778e-04	1.02
NODE_0001205	2.828e-05	6.663e-05	3.449e-04	1.26
EPI_ISL_641452	0.000e+00	3.793e-22	2.730e-04	1.00
EPI_ISL_641454	0.000e+00	3.793e-22	2.730e-04	1.00
NODE_0000165	3.350e-05	2.720e-22	1.406e-04	0.52
EPI_ISL_641435	0.000e+00	3.724e-22	2.730e-04	1.00
NODE_0000166	1.193e-05	2.720e-22	2.548e-04	0.93
EPI_ISL_683302	0.000e+00	3.262e-18	2.712e-04	0.99
EPI_ISL_683301	0.000e+00	3.815e-22	2.712e-04	0.99
NODE_0001286	3.881e-05	3.332e-05	2.783e-04	1.02
EPI_ISL_670688	5.341e-05	6.707e-05	3.341e-04	1.22
NODE_0000193	3.659e-05	2.346e-18	1.901e-04	0.70
EPI_ISL_670687	2.205e-05	3.354e-05	2.984e-04	1.09
NODE_0000194	7.129e-06	2.346e-18	2.599e-04	0.95
EPI_ISL_683326	0.000e+00	3.259e-18	2.730e-04	1.00
EPI_ISL_683200	1.119e-05	3.259e-18	2.468e-04	0.90
NODE_0001290	2.640e-05	3.332e-05	3.019e-04	1.11
NODE_0001296	2.750e-05	3.332e-05	3.010e-04	1.10
EPI_ISL_683044	5.480e-06	3.737e-22	2.336e-04	0.86
EPI_ISL_683043	5.480e-06	3.353e-05	3.035e-04	1.11
NODE_0001298	1.325e-05	3.332e-05	3.019e-04	1.11
EPI_ISL_683138	2.495e-05	1.006e-04	3.774e-04	1.38
EPI_ISL_683139	2.495e-05	3.352e-05	2.886e-04	1.06
EPI_ISL_683323	4.069e-06	3.352e-05	2.950e-04	1.08
EPI_ISL_683322	4.069e-06	3.756e-22	2.618e-04	0.96
EPI_ISL_683063	1.899e-05	3.353e-05	2.991e-04	1.10
EPI_ISL_683201	1.526e-05	3.352e-05	3.028e-04	1.11
NODE_0000149	1.345e-05	2.705e-22	2.730e-04	1.00
EPI_ISL_683036	2.251e-05	3.353e-05	2.648e-04	0.97
NODE_0000197	7.829e-06	2.705e-22	2.030e-04	0.74
NODE_0000198	5.734e-06	2.705e-22	2.730e-04	1.00
EPI_ISL_1870858	0.000e+00	3.759e-22	2.581e-04	0.95
EPI_ISL_683061	5.221e-06	3.757e-22	2.366e-04	0.87
NODE_0000199	5.025e-06	2.705e-22	2.730e-04	1.00
EPI_ISL_682356	2.159e-05	3.760e-22	1.597e-04	0.58
NODE_0000200	6.676e-06	2.705e-22	2.730e-04	1.00
EPI_ISL_683045	0.000e+00	3.241e-18	2.348e-04	0.86
EPI_ISL_668766	9.696e-06	3.757e-22	1.857e-04	0.68
NODE_0001236	3.820e-05	3.331e-05	2.983e-04	1.09
EPI_ISL_625856	5.402e-05	1.006e-04	3.738e-04	1.37
EPI_ISL_683249	5.029e-05	6.705e-05	3.234e-04	1.18
EPI_ISL_625853	5.402e-05	6.705e-05	3.159e-04	1.16
NODE_0001245	4.656e-05	6.663e-05	3.345e-04	1.23
EPI_ISL_683281	0.000e+00	3.760e-22	2.712e-04	0.99
EPI_ISL_683282	0.000e+00	3.760e-22	2.712e-04	0.99
NODE_0001252	1.803e-05	3.331e-05	3.027e-04	1.11
EPI_ISL_669801	4.121e-05	1.341e-04	4.125e-04	1.51
EPI_ISL_619578	2.555e-05	3.352e-05	3.003e-04	1.10
EPI_ISL_669781	4.121e-05	6.705e-05	3.387e-04	1.24
NODE_0001255	1.852e-05	3.331e-05	3.018e-04	1.11
NODE_0001257	2.232e-05	3.331e-05	3.033e-04	1.11
EPI_ISL_668747	2.362e-05	6.706e-05	3.452e-04	1.26
EPI_ISL_682542	2.884e-05	1.006e-04	3.814e-04	1.40
NODE_0000207	3.078e-05	2.709e-22	2.409e-04	0.88
EPI_ISL_641401	6.955e-06	3.352e-05	3.015e-04	1.10
EPI_ISL_641407	9.881e-07	3.760e-22	2.338e-04	0.86
NODE_0000208	2.983e-06	2.720e-22	2.194e-04	0.80
NODE_0000209	1.150e-05	2.720e-22	2.729e-04	1.00
EPI_ISL_620234	2.387e-05	3.352e-05	3.036e-04	1.11
EPI_ISL_620165	2.387e-05	3.352e-05	3.036e-04	1.11
NODE_0000210	6.860e-06	2.720e-22	2.725e-04	1.00
NODE_0000211	9.284e-06	2.720e-22	2.730e-04	1.00
EPI_ISL_619584	2.445e-05	3.352e-05	3.004e-04	1.10
EPI_ISL_670726	2.445e-05	3.352e-05	3.004e-04	1.10
NODE_0000212	7.408e-06	2.720e-22	2.730e-04	1.00
EPI_ISL_619078	2.633e-05	3.352e-05	3.007e-04	1.10
NODE_0000213	7.182e-06	2.720e-22	2.730e-04	1.00
EPI_ISL_683303	2.138e-05	3.352e-05	2.979e-04	1.09
NODE_0000214	9.112e-06	2.720e-22	2.689e-04	0.98
NODE_0001246	2.374e-05	3.331e-05	2.837e-04	1.04
EPI_ISL_683047	2.698e-06	3.760e-22	2.712e-04	0.99
EPI_ISL_683048	2.698e-06	3.760e-22	2.712e-04	0.99
NODE_0000216	2.573e-06	2.720e-22	2.556e-04	0.94
EPI_ISL_641445	0.000e+00	3.724e-22	2.730e-04	1.00
NODE_0000217	1.268e-05	2.720e-22	2.632e-04	0.96
EPI_ISL_683222	2.238e-06	3.772e-22	2.579e-04	0.94
EPI_ISL_618519	0.000e+00	3.262e-18	2.647e-04	0.97
NODE_0000178	1.077e-06	2.730e-22	2.730e-04	1.00
NODE_0000192	1.233e-05	2.730e-22	2.730e-04	1.00
NODE_0001190	4.838e-05	3.331e-05	2.528e-04	0.93
EPI_ISL_683279	2.297e-05	3.352e-05	2.974e-04	1.09
NODE_0001191	2.645e-05	3.331e-05	2.989e-04	1.09
EPI_ISL_641403	6.222e-06	3.352e-05	3.012e-04	1.10
EPI_ISL_669790	9.206e-06	3.796e-22	2.346e-04	0.86
NODE_0001210	4.280e-05	3.331e-05	2.537e-04	0.93
