#node	clock_length	mutation_length	rate	fold_change
NODE_0000040	3.200e-05	6.715e-05	6.239e-04	1.20
EPI_ISL_9272010	6.873e-05	6.735e-05	5.341e-04	1.03
EPI_ISL_9795013	1.056e-04	1.011e-04	5.202e-04	1.00
EPI_ISL_9414680	7.015e-05	2.333e-22	1.080e-04	0.21
NODE_0000043	1.662e-05	3.358e-05	5.737e-04	1.11
EPI_ISL_9982829	9.186e-05	1.347e-04	6.638e-04	1.28
EPI_ISL_9428788	5.210e-05	6.734e-05	5.857e-04	1.13
NODE_0000044	8.181e-06	3.352e-05	5.755e-04	1.11
NODE_0000045	3.342e-05	3.352e-05	5.622e-04	1.09
EPI_ISL_5804735	2.232e-04	2.353e-04	4.950e-04	0.96
NODE_0000046	1.171e-05	3.352e-05	5.747e-04	1.11
NODE_0000036	2.081e-05	2.780e-22	5.182e-04	1.00
NODE_0000039	1.980e-05	2.780e-22	5.036e-04	0.97
EPI_ISL_854881	2.148e-04	1.680e-04	3.411e-04	0.66
EPI_ISL_5629753	2.347e-04	3.360e-04	5.934e-04	1.15
NODE_0000048	1.804e-05	3.352e-05	5.531e-04	1.07
NODE_0000041	1.523e-05	2.775e-22	4.343e-04	0.84
EPI_ISL_5804736	1.617e-04	6.720e-05	2.074e-04	0.40
NODE_0000042	2.444e-05	2.775e-22	5.182e-04	1.00
EPI_ISL_5804729	1.344e-04	6.723e-05	2.107e-04	0.41
EPI_ISL_5804730	1.344e-04	3.360e-05	1.159e-04	0.22
NODE_0000051	7.707e-05	3.689e-04	1.111e-03	2.14
EPI_ISL_5804741	1.013e-04	1.009e-04	4.878e-04	0.94
NODE_0000052	8.683e-06	3.353e-05	5.712e-04	1.10
EPI_ISL_5804740	9.257e-05	2.016e-04	8.155e-04	1.57
NODE_0000053	3.022e-05	1.006e-04	7.235e-04	1.40
EPI_ISL_5804739	6.235e-05	3.360e-05	3.420e-04	0.66
NODE_0000054	1.188e-05	3.353e-05	5.712e-04	1.10
EPI_ISL_5804737	4.906e-05	1.344e-04	7.780e-04	1.50
EPI_ISL_5804738	4.906e-05	1.680e-04	8.473e-04	1.64
NODE_0000056	3.948e-05	1.341e-04	7.850e-04	1.51
NODE_0000047	1.446e-05	2.774e-22	5.182e-04	1.00
EPI_ISL_739022	1.491e-04	1.680e-04	5.115e-04	0.99
EPI_ISL_1348140	2.512e-04	2.688e-04	5.124e-04	0.99
NODE_0000058	8.647e-06	3.352e-05	5.735e-04	1.11
EPI_ISL_1079107	2.258e-04	2.016e-04	4.632e-04	0.89
NODE_0000064	2.983e-05	1.006e-04	7.204e-04	1.39
EPI_ISL_5804731	1.406e-04	3.024e-04	8.839e-04	1.71
NODE_0000065	9.315e-05	3.354e-04	1.063e-03	2.05
EPI_ISL_5804732	4.749e-05	1.008e-04	7.178e-04	1.39
NODE_0000066	2.051e-05	3.353e-05	5.722e-04	1.10
EPI_ISL_5804733	2.698e-05	2.280e-22	3.264e-04	0.63
EPI_ISL_5804734	2.698e-05	6.720e-05	6.554e-04	1.26
NODE_0000059	2.042e-05	3.352e-05	5.627e-04	1.09
EPI_ISL_913880	1.656e-04	2.016e-04	6.021e-04	1.16
NODE_0000060	5.008e-05	6.705e-05	6.200e-04	1.20
EPI_ISL_2202878	1.269e-04	3.024e-04	9.155e-04	1.77
EPI_ISL_3319994	1.354e-04	2.016e-04	6.700e-04	1.29
NODE_0000062	1.229e-04	2.012e-04	7.147e-04	1.38
EPI_ISL_5804752	4.417e-05	6.719e-05	6.331e-04	1.22
EPI_ISL_5804753	3.426e-05	3.360e-05	5.375e-04	1.04
NODE_0000067	1.812e-05	6.705e-05	6.497e-04	1.25
NODE_0000057	1.412e-05	2.768e-22	5.171e-04	1.00
NODE_0000061	1.520e-05	2.768e-22	5.182e-04	1.00
NODE_0000063	3.900e-05	2.768e-22	5.182e-04	1.00
EPI_ISL_784746	1.461e-04	2.016e-04	4.719e-04	0.91
EPI_ISL_1258774	2.950e-04	1.682e-04	2.468e-04	0.48
NODE_0000103	4.817e-05	6.705e-05	6.096e-04	1.18
EPI_ISL_2283628	1.440e-04	5.042e-04	1.102e-03	2.13
NODE_0000104	3.435e-05	3.353e-05	3.591e-04	0.69
EPI_ISL_2650410	1.947e-04	6.718e-05	1.939e-04	0.37
NODE_0000105	1.223e-04	2.012e-04	6.714e-04	1.30
EPI_ISL_4847029	8.094e-05	2.306e-22	9.026e-05	0.17
EPI_ISL_4847030	8.094e-05	6.719e-05	4.935e-04	0.95
NODE_0000068	2.167e-05	6.705e-05	6.492e-04	1.25
EPI_ISL_5847426	7.814e-05	1.682e-04	7.566e-04	1.46
NODE_0000069	1.200e-05	3.352e-05	5.760e-04	1.11
EPI_ISL_1323858	1.836e-04	2.016e-04	5.319e-04	1.03
NODE_0000070	1.255e-05	3.353e-05	5.764e-04	1.11
EPI_ISL_1379616	1.711e-04	2.017e-04	5.675e-04	1.10
NODE_0000071	1.535e-05	1.006e-04	7.204e-04	1.39
NODE_0000079	1.190e-04	1.676e-04	6.784e-04	1.31
EPI_ISL_1089277	1.218e-04	1.681e-04	6.533e-04	1.26
EPI_ISL_1181644	1.204e-04	1.680e-04	6.579e-04	1.27
NODE_0000081	1.616e-04	1.676e-04	5.337e-04	1.03
EPI_ISL_2305896	1.022e-04	1.345e-04	6.257e-04	1.21
EPI_ISL_1261939	0.000e+00	2.192e-22	5.182e-04	1.00
NODE_0000074	5.588e-06	2.719e-22	4.834e-04	0.93
EPI_ISL_3419509	2.721e-04	1.344e-04	2.835e-04	0.55
NODE_0000075	1.299e-05	2.719e-22	5.182e-04	1.00
EPI_ISL_1064211	2.024e-04	1.344e-04	3.576e-04	0.69
NODE_0000076	5.340e-06	2.719e-22	5.182e-04	1.00
EPI_ISL_1318706	1.928e-04	1.008e-04	2.834e-04	0.55
NODE_0000077	1.960e-05	2.719e-22	5.182e-04	1.00
NODE_0000073	9.088e-05	3.353e-05	2.190e-04	0.42
EPI_ISL_979200	4.683e-05	1.008e-04	6.754e-04	1.30
EPI_ISL_1701066	2.937e-06	2.253e-22	4.199e-04	0.81
NODE_0000080	2.381e-05	2.719e-22	5.182e-04	1.00
EPI_ISL_984575	5.868e-05	1.008e-04	4.784e-04	0.92
EPI_ISL_979727	9.266e-05	1.008e-04	3.850e-04	0.74
NODE_0000082	1.162e-05	6.705e-05	6.257e-04	1.21
EPI_ISL_1304871	1.866e-04	1.680e-04	4.909e-04	0.95
NODE_0000083	1.223e-05	6.705e-05	6.225e-04	1.20
EPI_ISL_875900	8.800e-05	6.719e-05	4.630e-04	0.89
EPI_ISL_831630	1.829e-04	1.344e-04	4.175e-04	0.81
EPI_ISL_1048656	1.687e-04	3.359e-05	1.413e-04	0.27
NODE_0000086	1.309e-05	1.006e-04	6.685e-04	1.29
NODE_0000087	2.865e-05	3.353e-05	5.764e-04	1.11
EPI_ISL_5804716	9.723e-05	2.690e-04	9.544e-04	1.84
EPI_ISL_5804728	9.864e-05	1.680e-04	7.252e-04	1.40
NODE_0000088	2.035e-05	6.706e-05	6.181e-04	1.19
EPI_ISL_5804726	1.551e-04	1.344e-04	4.714e-04	0.91
NODE_0000089	1.278e-05	3.353e-05	5.544e-04	1.07
EPI_ISL_5804718	9.274e-05	1.680e-04	7.414e-04	1.43
EPI_ISL_5804724	9.699e-05	2.016e-04	8.110e-04	1.57
NODE_0000092	6.520e-05	2.683e-04	9.970e-04	1.92
EPI_ISL_6425287	7.713e-05	1.681e-04	8.103e-04	1.56
EPI_ISL_5804723	2.754e-05	6.722e-05	6.554e-04	1.26
NODE_0000094	3.494e-05	1.341e-04	7.892e-04	1.52
EPI_ISL_5804743	6.205e-05	2.352e-04	9.507e-04	1.83
EPI_ISL_5804751	6.205e-05	2.163e-22	1.242e-04	0.24
NODE_0000095	7.548e-06	3.353e-05	5.701e-04	1.10
EPI_ISL_5804717	8.519e-05	1.680e-04	8.078e-04	1.56
EPI_ISL_5804722	8.519e-05	2.268e-22	8.423e-05	0.16
NODE_0000098	2.762e-05	3.353e-05	5.759e-04	1.11
EPI_ISL_5804719	5.758e-05	1.344e-04	7.705e-04	1.49
EPI_ISL_5804721	5.758e-05	6.723e-05	5.528e-04	1.07
NODE_0000099	2.985e-05	3.353e-05	5.717e-04	1.10
EPI_ISL_5804725	1.049e-04	2.688e-04	9.382e-04	1.81
EPI_ISL_5804765	1.049e-04	3.360e-05	2.241e-04	0.43
NODE_0000106	1.514e-05	3.352e-05	5.567e-04	1.07
EPI_ISL_823940	2.220e-04	3.696e-04	7.388e-04	1.43
NODE_0000107	6.607e-06	3.352e-05	5.640e-04	1.09
EPI_ISL_787389	1.247e-04	3.360e-04	9.496e-04	1.83
NODE_0000108	2.032e-05	6.705e-05	6.300e-04	1.22
EPI_ISL_5804742	2.021e-04	2.689e-04	5.984e-04	1.15
NODE_0000109	1.308e-05	6.705e-05	6.212e-04	1.20
EPI_ISL_5804744	1.862e-04	3.026e-04	6.976e-04	1.35
NODE_0000110	9.408e-06	3.352e-05	5.593e-04	1.08
EPI_ISL_613530	1.131e-04	4.033e-04	1.074e-03	2.07
EPI_ISL_1235710	2.576e-04	5.377e-04	8.910e-04	1.72
NODE_0000134	7.950e-05	1.341e-04	7.082e-04	1.37
EPI_ISL_3119109	1.369e-04	2.352e-04	6.845e-04	1.32
EPI_ISL_1479362	2.335e-04	4.705e-04	8.520e-04	1.64
NODE_0000142	3.010e-05	6.705e-05	6.347e-04	1.22
EPI_ISL_2191455	1.608e-04	2.016e-04	5.691e-04	1.10
EPI_ISL_2246844	1.070e-04	2.352e-04	8.045e-04	1.55
NODE_0000146	2.008e-05	3.353e-05	5.561e-04	1.07
EPI_ISL_5804754	1.864e-04	1.344e-04	3.547e-04	0.68
EPI_ISL_1136108	2.120e-04	5.042e-04	9.682e-04	1.87
NODE_0000100	2.535e-06	2.732e-22	4.157e-04	0.80
NODE_0000136	2.590e-05	3.353e-05	5.397e-04	1.04
EPI_ISL_1421153	2.704e-04	5.042e-04	8.557e-04	1.65
NODE_0000137	2.803e-05	3.353e-05	5.132e-04	0.99
EPI_ISL_3101942	1.813e-04	1.344e-04	3.968e-04	0.77
NODE_0000138	3.030e-05	3.353e-05	5.577e-04	1.08
EPI_ISL_1692081	2.433e-04	5.044e-04	9.225e-04	1.78
EPI_ISL_5934614	5.463e-05	6.719e-05	5.309e-04	1.02
EPI_ISL_1094943	1.623e-04	1.680e-04	5.096e-04	0.98
NODE_0000117	1.254e-05	2.732e-22	5.167e-04	1.00
NODE_0000149	6.516e-05	6.706e-05	4.450e-04	0.86
EPI_ISL_8900812	1.391e-04	2.689e-04	8.212e-04	1.58
EPI_ISL_2775725	1.944e-04	3.024e-04	7.285e-04	1.41
EPI_ISL_967252	1.476e-04	1.680e-04	5.599e-04	1.08
NODE_0000152	9.001e-05	1.341e-04	6.292e-04	1.21
EPI_ISL_1267458	1.285e-04	1.680e-04	6.511e-04	1.26
EPI_ISL_2466855	5.757e-05	3.359e-05	4.189e-04	0.81
NODE_0000121	1.925e-06	2.732e-22	5.182e-04	1.00
EPI_ISL_770108	1.400e-04	2.352e-04	6.807e-04	1.31
NODE_0000122	1.188e-05	2.732e-22	5.182e-04	1.00
EPI_ISL_1314669	2.642e-04	4.033e-04	6.688e-04	1.29
NODE_0000123	1.220e-05	2.732e-22	5.182e-04	1.00
EPI_ISL_855052	1.654e-04	1.680e-04	4.185e-04	0.81
NODE_0000125	1.460e-05	2.732e-22	5.182e-04	1.00
EPI_ISL_2340558	2.545e-04	3.697e-04	5.916e-04	1.14
EPI_ISL_1113967	2.133e-04	2.688e-04	5.037e-04	0.97
NODE_0000111	6.693e-06	3.353e-05	5.631e-04	1.09
EPI_ISL_5804758	1.177e-04	1.344e-04	4.901e-04	0.95
NODE_0000112	7.332e-06	3.353e-05	5.655e-04	1.09
EPI_ISL_5804768	1.444e-04	2.017e-04	5.947e-04	1.15
NODE_0000113	6.928e-06	6.706e-05	6.215e-04	1.20
EPI_ISL_5804776	1.601e-04	3.362e-04	8.459e-04	1.63
NODE_0000114	2.068e-05	1.341e-04	7.544e-04	1.46
EPI_ISL_5804766	1.168e-04	2.017e-04	7.142e-04	1.38
NODE_0000115	2.857e-05	2.012e-04	8.700e-04	1.68
EPI_ISL_5804773	8.819e-05	2.017e-04	8.442e-04	1.63
NODE_0000116	1.140e-05	6.708e-05	6.194e-04	1.20
EPI_ISL_5804786	6.687e-05	2.690e-04	9.985e-04	1.93
EPI_ISL_5804787	6.687e-05	3.026e-04	1.039e-03	2.00
EPI_ISL_5804781	9.944e-05	1.344e-04	6.326e-04	1.22
EPI_ISL_5804772	7.678e-05	1.344e-04	7.152e-04	1.38
NODE_0000120	1.686e-05	3.354e-05	5.758e-04	1.11
EPI_ISL_5804769	5.993e-05	2.017e-04	9.021e-04	1.74
EPI_ISL_5804777	8.258e-05	2.190e-22	7.201e-05	0.14
NODE_0000124	3.174e-05	3.354e-05	5.410e-04	1.04
EPI_ISL_5804782	6.770e-05	1.008e-04	6.325e-04	1.22
EPI_ISL_5804785	8.610e-05	1.008e-04	5.602e-04	1.08
NODE_0000135	8.601e-06	2.667e-22	2.846e-04	0.55
EPI_ISL_5804784	9.083e-05	6.721e-05	5.075e-04	0.98
NODE_0000139	7.763e-06	2.667e-22	5.160e-04	1.00
EPI_ISL_5804780	8.307e-05	2.189e-22	1.023e-04	0.20
NODE_0000140	1.932e-05	2.667e-22	5.182e-04	1.00
EPI_ISL_5804778	6.375e-05	2.189e-22	1.026e-04	0.20
NODE_0000141	5.480e-06	2.667e-22	5.182e-04	1.00
EPI_ISL_5804770	3.562e-05	2.183e-22	1.855e-04	0.36
NODE_0000143	8.643e-06	2.667e-22	5.182e-04	1.00
EPI_ISL_5804771	2.698e-05	2.190e-22	1.855e-04	0.36
NODE_0000144	6.890e-06	2.667e-22	5.182e-04	1.00
EPI_ISL_5804775	2.009e-05	3.360e-05	4.570e-04	0.88
NODE_0000130	4.274e-05	1.006e-04	6.565e-04	1.27
EPI_ISL_5804779	0.000e+00	2.174e-22	5.148e-04	0.99
EPI_ISL_5804783	0.000e+00	2.167e-22	5.148e-04	0.99
NODE_0000154	6.144e-06	6.705e-05	6.531e-04	1.26
EPI_ISL_1121553	2.415e-04	3.362e-04	6.641e-04	1.28
EPI_ISL_2634618	2.117e-04	3.026e-04	6.716e-04	1.30
EPI_ISL_791368	1.296e-04	2.016e-04	6.804e-04	1.31
NODE_0000167	3.435e-05	1.006e-04	7.132e-04	1.38
NODE_0000168	1.125e-04	3.018e-04	9.790e-04	1.89
EPI_ISL_5804746	2.099e-05	2.192e-22	3.930e-04	0.76
EPI_ISL_5804747	2.099e-05	6.720e-05	6.451e-04	1.25
NODE_0000169	6.551e-05	6.706e-05	4.929e-04	0.95
EPI_ISL_5804749	7.079e-05	1.008e-04	6.693e-04	1.29
NODE_0000150	2.381e-05	2.702e-22	5.182e-04	1.00
EPI_ISL_5804745	4.697e-05	6.722e-05	5.433e-04	1.05
EPI_ISL_5804748	4.981e-05	3.362e-05	3.574e-04	0.69
NODE_0000151	7.896e-06	2.353e-18	5.176e-04	1.00
EPI_ISL_965187	1.670e-04	2.352e-04	6.319e-04	1.22
NODE_0000153	8.991e-06	2.353e-18	5.182e-04	1.00
EPI_ISL_1087192	2.261e-04	2.688e-04	5.488e-04	1.06
NODE_0000156	1.236e-05	2.353e-18	5.071e-04	0.98
NODE_0000157	1.355e-05	2.353e-18	5.182e-04	1.00
EPI_ISL_1523652	2.683e-04	2.352e-04	3.985e-04	0.77
NODE_0000158	3.240e-05	2.353e-18	5.182e-04	1.00
EPI_ISL_2825200	1.692e-04	1.008e-04	2.314e-04	0.45
EPI_ISL_876237	1.465e-04	1.344e-04	3.297e-04	0.64
NODE_0000155	9.569e-05	1.006e-04	4.293e-04	0.83
EPI_ISL_1272702	1.578e-04	2.018e-04	6.277e-04	1.21
EPI_ISL_1481865	1.762e-04	3.027e-04	7.911e-04	1.53
NODE_0000160	2.273e-05	2.715e-22	5.182e-04	1.00
EPI_ISL_1687228	1.819e-04	1.344e-04	3.616e-04	0.70
EPI_ISL_1163090	1.152e-04	6.724e-05	2.923e-04	0.56
NODE_0000171	6.602e-06	3.353e-05	5.686e-04	1.10
EPI_ISL_1514777	2.988e-04	3.700e-04	6.134e-04	1.18
EPI_ISL_5804757	1.202e-04	2.352e-04	7.988e-04	1.54
NODE_0000162	1.114e-05	2.714e-22	5.182e-04	1.00
EPI_ISL_1491993	3.019e-04	1.680e-04	2.874e-04	0.55
EPI_ISL_1300574	2.565e-04	3.359e-05	7.653e-05	0.15
NODE_0000175	1.019e-05	3.353e-05	5.623e-04	1.09
EPI_ISL_914026	2.035e-04	1.008e-04	2.694e-04	0.52
NODE_0000177	1.945e-05	3.353e-05	5.761e-04	1.11
EPI_ISL_5804750	5.937e-05	1.008e-04	6.243e-04	1.20
EPI_ISL_5804763	1.387e-04	3.361e-04	9.267e-04	1.79
NODE_0000178	7.866e-06	6.705e-05	6.339e-04	1.22
NODE_0000179	1.259e-05	3.353e-05	5.676e-04	1.10
EPI_ISL_5804764	4.846e-05	2.689e-04	9.814e-04	1.89
EPI_ISL_5804767	1.150e-04	1.344e-04	5.600e-04	1.08
NODE_0000180	4.737e-05	1.006e-04	7.163e-04	1.38
EPI_ISL_5804762	9.579e-05	2.689e-04	9.527e-04	1.84
EPI_ISL_5804760	5.757e-05	1.344e-04	7.635e-04	1.47
NODE_0000170	6.465e-06	2.682e-22	5.182e-04	1.00
EPI_ISL_5804759	4.969e-05	2.213e-22	1.204e-04	0.23
NODE_0000183	2.171e-05	3.353e-05	5.175e-04	1.00
EPI_ISL_5804756	1.381e-05	3.359e-05	5.758e-04	1.11
NODE_0000145	1.271e-05	2.677e-22	5.182e-04	1.00
EPI_ISL_5804761	3.933e-05	3.360e-05	4.224e-04	0.82
EPI_ISL_5804755	4.641e-05	2.205e-22	1.287e-04	0.25
